username,total_commits,total_additions,total_deletions,total_pull_requests,total_issues,first_contribution,last_contribution,contribution_span_days,avg_commits_per_day,label,avg_additions_per_commit,avg_deletions_per_commit,additions_deletions_ratio,code_changes,code_changes_per_commit
aselle,100,14971,4730,71,9,2018-10-26 22:10:25,2021-10-08 19:07:12,1077.0,0.09285051067780872,0,149.71,47.3,3.164447262735151,19701,197.01
frreiss,100,3651558,3329443,66,1,2019-08-08 23:04:25,2020-06-07 04:47:23,303.0,0.33003300330033003,0,36515.58,33294.43,1.0967470844981926,6981001,69810.01
superbobry,100,6699,4453,10,12,2019-09-26 10:26:11,2024-09-05 12:53:31,1806.0,0.05537098560354374,0,66.99,44.53,1.504041311180961,11152,111.52
rxsang,100,3481,1518,11,0,2020-05-08 18:02:28,2024-05-06 15:32:35,1458.0,0.06858710562414266,0,34.81,15.18,2.291639236339697,4999,49.99
mahmoud-abuzaina,100,4371072,2191197,124,4,2020-10-15 20:59:41,2024-10-24 08:37:05,1469.0,0.06807351940095303,0,43710.72,21911.97,1.9948320507777024,6562269,65622.69
tyb0807,100,11572,2475,0,0,2024-01-15 18:51:26,2024-03-31 21:34:02,76.0,1.3157894736842106,1,115.72,24.75,4.673667205169629,14047,140.47
omalleyt12,100,14493,10123,6,0,2020-01-24 20:23:10,2021-03-25 19:37:13,425.0,0.23529411764705882,0,144.93,101.23,1.4315487949427104,24616,246.16
qqfish,100,4910,2814,0,0,2020-07-11 00:12:58,2023-07-31 20:32:14,1115.0,0.08968609865470852,0,49.1,28.14,1.744227353463588,7724,77.24
Maratyszcza,100,18074,3569,1,0,2021-07-30 23:56:03,2023-09-06 07:39:09,767.0,0.1303780964797914,0,180.74,35.69,5.0627450980392155,21643,216.43
alankelly,100,8411,3450,0,0,2023-06-29 13:37:19,2024-11-20 12:23:25,509.0,0.19646365422396855,0,84.11,34.5,2.4372645609968124,11861,118.61
ispirmustafa,100,11410,5091,1,0,2017-04-27 20:56:30,2019-02-19 23:40:28,663.0,0.15082956259426847,0,114.1,50.91,2.2407698350353495,16501,165.01
nairb774,100,2709,2168,0,0,2020-01-16 01:29:41,2020-02-25 18:37:36,40.0,2.5,1,27.09,21.68,1.2489626556016598,4877,48.77
chr1sj0nes,100,15055,15524,0,0,2022-03-04 08:02:44,2024-05-21 10:13:13,809.0,0.12360939431396786,0,150.55,155.24,0.9697262479871176,30579,305.79
hyeygit,100,11731,2316,2,0,2020-06-23 05:38:05,2023-11-15 06:16:43,1240.0,0.08064516129032258,0,117.31,23.16,5.063012516184721,14047,140.47
wwwind,100,2419475,874780,41,9,2020-04-10 12:34:53,2020-10-29 11:01:12,201.0,0.4975124378109453,0,24194.75,8747.8,2.765806527576616,3294255,32942.55
bjacob,100,5941,36736,1,0,2019-07-30 17:06:25,2022-06-17 20:19:20,1053.0,0.0949667616334283,0,59.41,367.36,0.1617170699839399,42677,426.77
penpornk,100,5721,18212,74,1,2021-03-25 21:12:35,2024-11-05 17:30:29,1320.0,0.07575757575757576,0,57.21,182.12,0.3141162905616867,23933,239.33
qukhan,100,15777,7267,0,0,2024-03-19 13:19:32,2024-11-26 19:15:05,252.0,0.3968253968253968,0,157.77,72.67,2.1707484865162354,23044,230.44
lattner,100,20144,19915,0,0,2018-10-14 03:36:03,2019-08-23 17:35:24,313.0,0.3194888178913738,0,201.44,199.15,1.0114480819441656,40059,400.59
srjoglekar246,100,18738,5825,2,2,2020-03-16 20:43:27,2022-01-13 18:02:34,667.0,0.14992503748125938,0,187.38,58.25,3.216271884654995,24563,245.63
SamuelMarks,100,20175,8835,141,9,2021-10-15 03:21:17,2021-12-29 15:49:11,75.0,1.3333333333333333,1,201.75,88.35,2.283272974196469,29010,290.1
tfeher,100,293410,186087,81,5,2020-02-19 16:39:55,2022-09-27 18:27:55,951.0,0.10515247108307045,0,2934.1,1860.87,1.576727139847814,479497,4794.97
freedomtan,100,1294243,1083154,129,2,2020-01-17 07:39:21,2023-10-17 14:14:49,1369.0,0.07304601899196493,0,12942.43,10831.54,1.194882542203101,2377397,23773.97
iganichev,100,17719,7877,0,3,2018-08-07 00:57:09,2020-03-20 18:19:45,591.0,0.1692047377326565,0,177.19,78.77,2.2491749174917492,25596,255.96
jart,100,15239,36956,39,7,2017-05-12 02:21:51,2018-05-22 22:30:02,375.0,0.26666666666666666,0,152.39,369.56,0.4123440755472576,52195,521.95
ghpvnist,100,10639,19319,0,0,2024-01-03 20:09:52,2024-11-22 19:25:27,323.0,0.30959752321981426,0,106.39,193.19,0.5506728778467909,29958,299.58
gzmkl,100,743561,432659,97,1,2020-09-16 16:58:38,2024-04-12 16:11:42,1303.0,0.07674597083653108,0,7435.61,4326.59,1.7185804095594692,1176220,11762.2
sun51,100,3909,2338,0,0,2020-03-07 06:01:25,2022-11-17 06:46:47,985.0,0.10152284263959391,0,39.09,23.38,1.6712270200940573,6247,62.47
pschuh,100,8587,4671,0,0,2023-02-08 05:32:22,2024-11-26 05:07:02,656.0,0.1524390243902439,0,85.87,46.71,1.8379708904109588,13258,132.58
dubey,100,7322,3166,2,0,2019-07-10 16:27:10,2023-11-13 17:19:42,1587.0,0.0630119722747322,0,73.22,31.66,2.3119671613514368,10488,104.88
wilsingosti,100,4601,1120,0,0,2022-09-09 17:18:03,2024-08-07 15:35:49,697.0,0.14347202295552366,0,46.01,11.2,4.104371097234612,5721,57.21
cota,100,5471,1711,0,0,2022-11-18 16:57:07,2024-11-20 18:10:20,733.0,0.1364256480218281,0,54.71,17.11,3.195677570093458,7182,71.82
Anuken,100,2729,1396,15,22,2024-10-05 02:39:43,2024-11-27 17:03:42,53.0,1.8867924528301887,1,27.29,13.96,1.9534717251252685,4125,41.25
Quezler,100,540,265,250,87,2020-11-19 17:32:03,2021-07-20 15:05:35,242.0,0.4132231404958678,0,5.4,2.65,2.030075187969925,805,8.05
Epowerj,100,1949,1276,1,0,2022-09-05 02:00:58,2023-07-22 05:03:36,320.0,0.3125,0,19.49,12.76,1.5262333594361785,3225,32.25
MEEPofFaith,100,1889,659,478,15,2022-11-06 19:28:59,2024-11-02 15:14:52,726.0,0.13774104683195593,0,18.89,6.59,2.8621212121212123,2548,25.48
Prosta4okua,100,76077,44140,124,5,2019-09-13 19:57:22,2024-06-12 21:30:37,1734.0,0.05767012687427912,0,760.77,441.4,1.7234996941618903,120217,1202.17
Remint32,100,85716,57535,30,4,2020-07-16 11:23:34,2020-12-23 16:56:33,160.0,0.625,0,857.16,575.35,1.4897803114571746,143251,1432.51
XEN0PHIL,100,44114,29822,27,9,2019-11-06 02:49:46,2021-06-03 18:34:27,575.0,0.17391304347826086,0,441.14,298.22,1.479193910740033,73936,739.36
deltanedas,100,2767,2126,106,89,2019-11-22 21:17:11,2020-12-26 16:22:11,399.0,0.2506265664160401,0,27.67,21.26,1.3008932769158439,4893,48.93
buthed010203,86,221,237,117,19,2020-11-10 21:19:07,2024-09-17 00:31:18,1406.0,0.06116642958748222,0,2.5697674418604652,2.755813953488372,0.9285714285714286,458,5.325581395348837
PetrGasparik,87,110102,72266,27,1,2019-12-29 23:52:06,2021-01-19 20:28:23,386.0,0.22538860103626943,0,1265.5402298850574,830.6436781609195,1.5235446330967108,182368,2096.183908045977
Kieaer,85,60067,36430,73,26,2018-03-02 02:32:33,2023-11-15 05:08:27,2084.0,0.040786948176583494,0,706.6705882352941,428.5882352941176,1.6487881200076857,96497,1135.2588235294118
antsif-a,75,813,419,68,6,2020-06-27 15:06:13,2021-07-30 18:57:23,398.0,0.1884422110552764,0,10.84,5.586666666666667,1.9357142857142857,1232,16.426666666666666
Darkness6030,82,1082,860,114,24,2021-02-26 16:13:51,2023-11-18 13:37:40,994.0,0.08249496981891348,0,13.195121951219512,10.487804878048781,1.2566782810685249,1942,23.682926829268293
RebornTrack970,65,1710,1239,81,14,2021-01-31 20:58:26,2024-06-20 14:50:13,1235.0,0.05263157894736842,0,26.307692307692307,19.06153846153846,1.3790322580645162,2949,45.36923076923077
Mythril382,55,14546,7539,37,3,2022-07-02 21:36:41,2024-10-05 02:49:12,825.0,0.06666666666666667,0,264.4727272727273,137.07272727272726,1.9291777188328914,22085,401.54545454545456
sk7725,51,562,388,62,42,2020-04-21 15:03:09,2022-02-05 16:14:43,655.0,0.07786259541984733,0,11.019607843137255,7.607843137254902,1.4447300771208227,950,18.627450980392158
DaGamerFiles,47,28428,17168,22,1,2018-11-25 10:47:22,2024-01-20 17:13:41,1882.0,0.02497343251859724,0,604.8510638297872,365.27659574468083,1.6557749432116022,45596,970.1276595744681
Angel-24,47,20688,17706,20,0,2020-11-18 19:48:12,2022-11-13 14:58:24,724.0,0.0649171270718232,0,440.17021276595744,376.72340425531917,1.168351499407014,38394,816.8936170212766
Catchears,46,2899,2026,39,9,2020-06-21 19:03:46,2023-05-07 01:51:37,1049.0,0.0438512869399428,0,63.02173913043478,44.04347826086956,1.4301924025653676,4925,107.06521739130434
Volas171,44,11782,7025,53,3,2020-10-16 18:08:40,2023-10-31 14:20:39,1109.0,0.03967538322813345,0,267.77272727272725,159.6590909090909,1.676914318246513,18807,427.4318181818182
beito123,31,91485,68474,6,0,2018-12-07 15:44:59,2019-05-05 14:39:15,148.0,0.20945945945945946,0,2951.1290322580644,2208.8387096774195,1.3360350492880613,159959,5159.967741935484
AmateurPotion,41,1828,1120,50,1,2019-07-29 16:51:36,2020-12-01 13:44:03,490.0,0.0836734693877551,0,44.58536585365854,27.317073170731707,1.6306868867082962,2948,71.90243902439025
VizardAlpha,39,2065,1213,37,0,2018-10-08 18:14:16,2022-01-18 04:18:41,1197.0,0.03258145363408521,0,52.94871794871795,31.102564102564102,1.700988467874794,3278,84.05128205128206
joshuaptfan,38,1333,1015,30,9,2019-11-03 05:14:18,2021-03-21 18:08:53,504.0,0.07539682539682539,0,35.078947368421055,26.710526315789473,1.312007874015748,2348,61.78947368421053
Ali-C-Ila,37,600,494,37,0,2019-10-22 21:17:04,2020-07-14 14:37:41,265.0,0.13962264150943396,0,16.216216216216218,13.35135135135135,1.2121212121212122,1094,29.56756756756757
JniTrRny,19,2087,1779,64,10,2022-05-11 18:28:04,2024-10-04 19:24:44,877.0,0.021664766248574687,0,109.84210526315789,93.63157894736842,1.1724719101123595,3866,203.47368421052633
actions-user,35,2014,390,0,0,2024-05-30 22:21:36,2024-11-08 04:45:39,161.0,0.21739130434782608,0,57.542857142857144,11.142857142857142,5.150895140664962,2404,68.68571428571428
ThePythonGuy3,34,393,208,17,1,2020-06-06 18:03:10,2021-04-17 16:53:57,314.0,0.10828025477707007,0,11.558823529411764,6.117647058823529,1.8803827751196172,601,17.676470588235293
Voz-Duh,31,150,88,47,1,2020-09-17 13:34:34,2021-06-10 20:01:04,266.0,0.11654135338345864,0,4.838709677419355,2.838709677419355,1.6853932584269662,238,7.67741935483871
summoner001,31,3995,3596,48,7,2023-10-24 04:59:40,2024-10-04 18:59:47,346.0,0.08959537572254335,0,128.8709677419355,116.0,1.1106477620239088,7591,244.8709677419355
skybldev,29,118,61,19,22,2017-12-08 01:17:36,2020-12-22 15:33:07,1110.0,0.026126126126126126,0,4.068965517241379,2.103448275862069,1.903225806451613,179,6.172413793103448
osp54,28,46,31,34,1,2021-03-23 13:23:12,2023-12-04 15:35:37,986.0,0.028397565922920892,0,1.6428571428571428,1.1071428571428572,1.4375,77,2.75
phinner,28,2283,3071,31,2,2021-01-19 20:18:38,2023-11-13 02:19:45,1027.0,0.027263875365141188,0,81.53571428571429,109.67857142857143,0.7431640625,5354,191.21428571428572
Slava0135,28,76517,75627,25,22,2020-09-25 08:49:04,2021-04-12 19:18:55,199.0,0.1407035175879397,0,2732.75,2700.964285714286,1.011754905590522,152144,5433.714285714285
Sharlottes,21,1108,567,31,0,2021-02-11 14:55:02,2021-10-27 15:25:15,258.0,0.08139534883720931,0,52.76190476190476,27.0,1.9507042253521127,1675,79.76190476190476
skykatik,26,574,532,23,0,2020-10-21 13:05:36,2022-08-15 11:25:12,662.0,0.03927492447129909,0,22.076923076923077,20.46153846153846,1.0769230769230769,1106,42.53846153846154
way-zer,27,168,40,44,14,2020-08-29 12:31:35,2024-11-17 14:01:51,1541.0,0.01752109020116807,0,6.222222222222222,1.4814814814814814,4.097560975609756,208,7.703703703703703
ApsZoldat,26,5236,1300,12,1,2023-09-27 21:17:59,2024-04-11 21:56:34,197.0,0.1319796954314721,0,201.3846153846154,50.0,4.024596464258263,6536,251.3846153846154
abcxyzDustry,25,30,30,31,0,2023-07-30 23:37:40,2024-10-04 19:20:32,431.0,0.058004640371229696,0,1.2,1.2,0.967741935483871,60,2.4
Lapis256,23,719,539,18,0,2020-03-02 02:09:08,2021-01-01 16:32:15,305.0,0.07540983606557378,0,31.26086956521739,23.434782608695652,1.3314814814814815,1258,54.69565217391305
Nunting,23,1173,1362,33,7,2022-04-25 04:06:41,2023-04-06 13:55:06,346.0,0.06647398843930635,0,51.0,59.21739130434783,0.8606016140865738,2535,110.21739130434783
Ilya246,23,123,41,29,13,2020-10-19 06:09:39,2024-10-04 19:11:36,1446.0,0.01590594744121715,0,5.3478260869565215,1.7826086956521738,2.9285714285714284,164,7.130434782608695
J0anJosep,22,3173,1051,27,1,2022-07-31 14:57:00,2024-08-02 20:53:32,733.0,0.030013642564802184,0,144.22727272727272,47.77272727272727,3.0161596958174903,4224,192.0
baltitenger,22,10141,9523,2,0,2018-10-23 02:47:44,2018-12-16 09:45:39,54.0,0.4074074074074074,0,460.95454545454544,432.8636363636364,1.0647837043259134,19664,893.8181818181819
TranquillyUnpleasant,21,513,163,31,3,2021-01-03 18:45:35,2022-03-28 14:09:01,448.0,0.046875,0,24.428571428571427,7.761904761904762,3.1280487804878048,676,32.19047619047619
Math2128,20,413,395,4,0,2019-04-05 01:50:59,2020-06-22 17:52:06,444.0,0.04504504504504504,0,20.65,19.75,1.042929292929293,808,40.4
RedRadiation,20,1024,516,25,0,2020-12-25 05:03:35,2022-08-15 21:41:46,598.0,0.033444816053511704,0,51.2,25.8,1.9806576402321083,1540,77.0
xem8k5,19,620,597,26,0,2022-05-09 01:28:20,2023-08-20 14:08:56,468.0,0.0405982905982906,0,32.63157894736842,31.42105263157895,1.0367892976588629,1217,64.05263157894737
alexpvpmindustry,19,29,21,23,1,2020-12-14 04:52:15,2024-10-04 19:26:50,1390.0,0.013669064748201438,0,1.5263157894736843,1.105263157894737,1.3181818181818181,50,2.6315789473684212
TheRadioactiveBanana,19,20,20,19,1,2022-10-11 11:30:47,2024-10-04 18:31:11,724.0,0.026243093922651933,0,1.0526315789473684,1.0526315789473684,0.9523809523809523,40,2.1052631578947367
Somka000,19,399,383,19,9,2020-08-15 19:22:15,2023-06-22 21:15:07,1041.0,0.01825168107588857,0,21.0,20.157894736842106,1.0390625,782,41.1578947368421
SITUVNgcd,19,1868,1765,31,10,2023-03-25 17:10:21,2024-10-05 16:26:16,559.0,0.03398926654740608,0,98.3157894736842,92.89473684210526,1.057757644394111,3633,191.21052631578948
Leone25,19,413,413,9,0,2018-07-22 20:18:51,2019-05-07 13:34:42,288.0,0.06597222222222222,0,21.736842105263158,21.736842105263158,0.9975845410628019,826,43.473684210526315
GioIacca9,19,1448,1174,20,2,2019-12-08 14:49:03,2020-12-01 07:27:39,358.0,0.05307262569832402,0,76.21052631578948,61.78947368421053,1.2323404255319148,2622,138.0
dase1353,18,397,302,9,0,2019-10-04 19:08:45,2019-10-30 04:30:46,25.0,0.72,0,22.055555555555557,16.77777777777778,1.3102310231023102,699,38.833333333333336
NgLam2911,2,547,549,9,0,2022-09-13 12:28:45,2023-03-08 14:20:48,176.0,0.011363636363636364,0,273.5,274.5,0.9945454545454545,1096,548.0
LeoDog896,17,5805,5271,10,0,2020-09-24 14:59:13,2020-09-30 16:56:59,6.0,2.8333333333333335,1,341.47058823529414,310.05882352941177,1.1011001517450683,11076,651.5294117647059
L0615T1C5-216AC-9437,17,32,19,18,4,2020-06-07 17:30:41,2023-04-09 20:08:04,1036.0,0.016409266409266408,0,1.8823529411764706,1.1176470588235294,1.6,51,3.0
genNAowl,16,12915,7280,70,2,2020-10-05 20:10:46,2021-06-05 13:01:38,242.0,0.06611570247933884,0,807.1875,455.0,1.773794808405439,20195,1262.1875
Slotterleet,6,57,33,17,0,2022-11-13 15:05:14,2023-08-01 20:11:22,261.0,0.022988505747126436,0,9.5,5.5,1.6764705882352942,90,15.0
LixieWulf,9,35,17,19,64,2024-01-27 00:08:15,2024-11-20 17:44:32,298.0,0.030201342281879196,0,3.888888888888889,1.8888888888888888,1.9444444444444444,52,5.777777777777778
QmelZ,16,605,620,13,12,2020-02-15 13:15:27,2021-09-04 14:12:13,567.0,0.02821869488536155,0,37.8125,38.75,0.9742351046698873,1225,76.5625
j-vds,15,43720,29014,6,0,2019-04-30 16:47:54,2020-09-23 14:29:41,511.0,0.029354207436399216,0,2914.6666666666665,1934.2666666666667,1.5068068240565224,72734,4848.933333333333
King-BR,15,227,166,16,0,2020-03-24 23:46:48,2022-02-09 01:37:11,686.0,0.021865889212827987,0,15.133333333333333,11.066666666666666,1.3592814371257484,393,26.2
BalaM314,15,133,111,20,5,2022-03-24 14:42:44,2024-04-19 13:40:47,756.0,0.01984126984126984,0,8.866666666666667,7.4,1.1875,244,16.266666666666666
ArkSourcer,14,29,21,18,0,2023-09-16 20:23:48,2024-03-01 14:42:30,166.0,0.08433734939759036,0,2.0714285714285716,1.5,1.3181818181818181,50,3.5714285714285716
stacktrace-error,14,481,135,21,3,2022-07-15 12:45:05,2023-09-02 13:19:32,414.0,0.033816425120772944,0,34.357142857142854,9.642857142857142,3.536764705882353,616,44.0
Kowkodivka,14,286,249,19,0,2021-09-17 14:16:03,2023-02-27 16:25:29,528.0,0.026515151515151516,0,20.428571428571427,17.785714285714285,1.144,535,38.214285714285715
iczero,9,91,25,16,0,2018-03-17 19:12:41,2020-02-19 02:52:42,703.0,0.012802275960170697,0,10.11111111111111,2.7777777777777777,3.5,116,12.88888888888889
BasedUser,14,77,39,44,19,2021-11-25 20:33:21,2024-07-12 17:19:44,959.0,0.014598540145985401,0,5.5,2.7857142857142856,1.925,116,8.285714285714286
Nikolass1000,14,373,187,8,3,2020-11-21 14:33:21,2021-01-19 22:33:42,59.0,0.23728813559322035,0,26.642857142857142,13.357142857142858,1.9840425531914894,560,40.0
a-big-fish-fish,13,17,13,16,0,2023-08-10 13:58:42,2024-08-25 14:38:22,381.0,0.03412073490813648,0,1.3076923076923077,1.0,1.2142857142857142,30,2.3076923076923075
Timmeey86,13,774,448,18,0,2018-11-01 01:13:51,2018-11-16 00:02:17,14.0,0.9285714285714286,0,59.53846153846154,34.46153846153846,1.7238307349665924,1222,94.0
GlennFolker,13,2241,1089,19,4,2020-10-19 12:13:06,2024-04-01 14:46:44,1260.0,0.010317460317460317,0,172.3846153846154,83.76923076923077,2.0559633027522937,3330,256.15384615384613
SoMall-dumpling,13,844,727,17,9,2021-07-24 12:40:23,2022-11-13 14:58:34,477.0,0.027253668763102725,0,64.92307692307692,55.92307692307692,1.1593406593406594,1571,120.84615384615384
burunduk,13,1491,1355,8,0,2020-03-16 09:54:37,2020-05-14 05:54:42,58.0,0.22413793103448276,0,114.6923076923077,104.23076923076923,1.0995575221238938,2846,218.92307692307693
Dexapnow,13,349,311,13,3,2019-04-30 16:43:20,2022-10-03 13:15:46,1251.0,0.010391686650679457,0,26.846153846153847,23.923076923076923,1.1185897435897436,660,50.76923076923077
Redstonneur1256,12,965,801,15,1,2023-09-28 05:48:38,2024-06-16 13:29:35,262.0,0.04580152671755725,0,80.41666666666667,66.75,1.2032418952618453,1766,147.16666666666666
cinnx,3,367,198,12,0,2020-05-08 20:43:11,2021-03-28 22:40:55,324.0,0.009259259259259259,0,122.33333333333333,66.0,1.8442211055276383,565,188.33333333333334
Quick-korkc,11,203,184,3,1,2020-10-20 12:00:13,2021-01-04 15:56:39,76.0,0.14473684210526316,0,18.454545454545453,16.727272727272727,1.0972972972972972,387,35.18181818181818
SSTentacleSS,11,11,11,17,20,2023-01-22 14:54:39,2023-07-22 04:43:35,180.0,0.06111111111111111,0,1.0,1.0,0.9166666666666666,22,2.0
jervdrst,11,22602,16324,0,0,2020-08-19 14:11:00,2020-09-23 14:26:48,35.0,0.3142857142857143,0,2054.7272727272725,1484.0,1.3845022970903522,38926,3538.7272727272725
fuzzbuck,11,57,25,11,0,2020-02-01 22:14:06,2021-09-12 19:09:52,588.0,0.01870748299319728,0,5.181818181818182,2.272727272727273,2.1923076923076925,82,7.454545454545454
hortiSquash,11,379,232,18,5,2021-10-22 14:57:16,2022-10-04 19:52:23,347.0,0.03170028818443804,0,34.45454545454545,21.09090909090909,1.6266094420600858,611,55.54545454545455
itskatt,12,953,716,11,0,2019-08-31 16:04:52,2020-01-08 15:22:15,129.0,0.09302325581395349,0,79.41666666666667,59.666666666666664,1.3291492329149233,1669,139.08333333333334
GaviTSRA,11,17,9,13,2,2021-04-02 14:37:58,2024-05-04 15:29:38,1128.0,0.00975177304964539,0,1.5454545454545454,0.8181818181818182,1.7,26,2.3636363636363638
MEIQIUawa,11,14,10,15,0,2023-09-29 14:40:08,2024-08-02 20:53:25,308.0,0.03571428571428571,0,1.2727272727272727,0.9090909090909091,1.2727272727272727,24,2.1818181818181817
MrS-1302,2,4,4,15,0,2023-01-07 23:49:20,2023-01-08 02:44:56,1.0,2.0,1,2.0,2.0,0.8,8,4.0
Leo-MathGuy,10,61,27,6,0,2024-04-15 13:03:59,2024-05-13 17:53:21,28.0,0.35714285714285715,0,6.1,2.7,2.1785714285714284,88,8.8
islq,10,378,326,15,4,2018-10-12 13:48:39,2018-11-19 17:33:50,38.0,0.2631578947368421,0,37.8,32.6,1.1559633027522935,704,70.4
LeoSko,10,45,11,14,16,2020-10-03 16:54:25,2022-01-27 19:57:43,481.0,0.02079002079002079,0,4.5,1.1,3.75,56,5.6
ulwepo,10,55,47,11,0,2021-06-03 14:55:03,2024-01-27 15:05:03,968.0,0.010330578512396695,0,5.5,4.7,1.1458333333333333,102,10.2
Recessive,10,24,4,0,0,2020-03-02 15:40:50,2022-11-20 05:16:20,992.0,0.010080645161290322,0,2.4,0.4,4.8,28,2.8
NazrinNya,10,13,9,12,0,2023-07-23 20:24:47,2024-02-10 18:07:04,201.0,0.04975124378109453,0,1.3,0.9,1.3,22,2.2
Jackson11500,10,283,260,16,14,2022-05-11 13:41:53,2022-11-03 03:52:23,175.0,0.05714285714285714,0,28.3,26.0,1.0842911877394636,543,54.3
HamzaGSopp,9,12,8,12,0,2023-03-25 17:58:10,2024-01-12 20:17:35,293.0,0.030716723549488054,0,1.3333333333333333,0.8888888888888888,1.3333333333333333,20,2.2222222222222223
Arkanic,9,1644,1581,25,12,2019-06-14 22:40:05,2020-02-11 19:04:35,241.0,0.03734439834024896,0,182.66666666666666,175.66666666666666,1.0391908975979773,3225,358.3333333333333
SMOLKEYS,9,54,18,16,5,2021-08-28 13:13:57,2024-03-29 19:01:59,944.0,0.009533898305084746,0,6.0,2.0,2.8421052631578947,72,8.0
thedimas3007,9,17,9,14,0,2021-03-12 14:49:30,2024-01-09 23:13:37,1033.0,0.008712487899322363,0,1.8888888888888888,1.0,1.7,26,2.888888888888889
PlayerBrasil13,9,601,515,9,0,2019-09-24 23:49:00,2019-12-29 23:51:37,96.0,0.09375,0,66.77777777777777,57.22222222222222,1.1647286821705427,1116,124.0
Predator127,9,952,953,10,0,2018-07-29 02:33:56,2020-03-27 19:53:15,607.0,0.014827018121911038,0,105.77777777777777,105.88888888888889,0.9979035639412998,1905,211.66666666666666
Hahaa13,9,14,10,10,0,2023-07-31 05:45:00,2024-08-10 18:20:54,376.0,0.023936170212765957,0,1.5555555555555556,1.1111111111111112,1.2727272727272727,24,2.6666666666666665
ThatOneBepis,9,1586,1582,0,0,2022-07-05 18:59:02,2022-11-11 02:41:28,128.0,0.0703125,0,176.22222222222223,175.77777777777777,1.001895135818067,3168,352.0
Atomic-Laboratory,9,42,7,11,0,2023-10-14 01:14:55,2024-03-02 02:13:55,140.0,0.06428571428571428,0,4.666666666666667,0.7777777777777778,5.25,49,5.444444444444445
TsjipTsjip,9,7272,7182,7,2,2019-12-11 15:17:28,2019-12-23 18:58:48,12.0,0.75,0,808.0,798.0,1.0123903661422804,14454,1606.0
Xasmedy,9,78,23,10,1,2020-11-30 08:33:17,2023-04-01 13:54:01,852.0,0.01056338028169014,0,8.666666666666666,2.5555555555555554,3.25,101,11.222222222222221
rodas80,9,16,8,10,0,2021-11-22 17:06:05,2022-08-14 17:02:46,264.0,0.03409090909090909,0,1.7777777777777777,0.8888888888888888,1.7777777777777777,24,2.6666666666666665
Zelaux,8,53,43,17,7,2021-08-27 15:08:04,2023-01-07 16:44:08,498.0,0.01606425702811245,0,6.625,5.375,1.2045454545454546,96,12.0
azureblue,8,261,220,4,2,2019-10-02 22:51:35,2020-10-24 20:10:02,387.0,0.020671834625323,0,32.625,27.5,1.1809954751131222,481,60.125
StalkerBaran,8,11,7,10,0,2023-07-25 14:05:07,2024-07-12 17:19:36,353.0,0.0226628895184136,0,1.375,0.875,1.375,18,2.25
Brandons404,8,15,11,8,0,2022-03-29 14:18:43,2024-04-28 01:52:05,760.0,0.010526315789473684,0,1.875,1.375,1.25,26,3.25
Jerzozwierz123,8,611,601,11,0,2022-04-01 18:21:57,2023-10-01 18:58:44,548.0,0.014598540145985401,0,76.375,75.125,1.0149501661129567,1212,151.5
Garen7,8,44,18,0,0,2022-06-08 13:02:39,2023-01-07 21:14:04,213.0,0.03755868544600939,0,5.5,2.25,2.3157894736842106,62,7.75
karlo292,7,18,9,12,0,2022-09-15 20:05:11,2023-11-23 18:35:26,433.0,0.016166281755196306,0,2.5714285714285716,1.2857142857142858,1.8,27,3.857142857142857
kituta,7,1065,921,7,0,2021-06-03 18:34:00,2023-01-07 16:39:31,582.0,0.012027491408934709,0,152.14285714285714,131.57142857142858,1.1550976138828633,1986,283.7142857142857
lemon3357,7,10,6,7,0,2023-04-16 02:27:24,2024-06-12 21:33:24,423.0,0.016548463356973995,0,1.4285714285714286,0.8571428571428571,1.4285714285714286,16,2.2857142857142856
AydenRennaker,7,21,2,8,0,2020-05-05 18:46:53,2022-06-08 15:21:07,763.0,0.009174311926605505,0,3.0,0.2857142857142857,7.0,23,3.2857142857142856
SpicoTheSpiritGuy,4,509,490,9,0,2019-08-23 22:10:33,2020-01-08 15:20:21,137.0,0.029197080291970802,0,127.25,122.5,1.0366598778004072,999,249.75
XuwenMeimei,7,10,6,8,0,2023-09-19 17:24:12,2024-07-27 02:39:06,311.0,0.022508038585209004,0,1.4285714285714286,0.8571428571428571,1.4285714285714286,16,2.2857142857142856
